ID,Tweet content,User,Urls list,Hyperlinks_exist,Media_exists,Hashtags list,@ list,ID,created_at,Compound,Subjectivity,Favorites_count,Retweet_count,Replies count,Classification,Sentiment
74,Being a part of the protest against the attempts of  @tnhrcedept to unethical take over Ayodhya mandapam at Chennai. #DMK upset over fact that @BJP4TamilNadu won this corporators ward taken to this unprecedented dirty move. We shall fight! #JaiShreeRam https://t.co/yh2HPgA3j7,VinojBJP,,no,yes,DMK JaiShreeRam,tnhrcedept BJP4TamilNadu,1.51340382224841E+018,2022-04-11 06:29:23+00:00,-0.8398,0.85,1129,313,29,Misinformation,negative
75,"On this auspicious day of Shri Rama Navami PM Shri @narendramodi Ji will dedicate the world's tallest 161 feet Panchamuhkhi Hanuman Statute built in Bidanagere village of Tumkur district in Karnataka through virtual platform.

@BSBommai

#RamaNavami #JaiShreeRam https://t.co/ui9n7aWVEP",mla_sudhakar,,no,yes,RamaNavami JaiShreeRam,narendramodi BSBommai,1.5129975068585E+018,2022-04-10 03:34:50+00:00,0,0,685,53,15,Information,neutral
76,"Adani Ambanis Wealth Manager @narendramodi is busy making them THE RICHEST in the world.

Rest of the India can #JaiShreeRam and perish! #FuelPriceHike https://t.co/UzV8FR4yXr",isai_,,no,yes,JaiShreeRam FuelPriceHike,narendramodi,1.51229138463126E+018,2022-04-08 04:48:57+00:00,0.8236,0.3,108,62,5,Misinformation,positive
77,Wishing everyone a veryyyy Happy Ram Navami !!!! 💛 #JaiShreeRam 🧡 https://t.co/VMYDCQuAJS,AanchalOfficial,,no,yes,JaiShreeRam,,1.51313242023667E+018,2022-04-10 12:30:56+00:00,0.9448,1,884,34,24,Misinformation,positive

1,"“I dont Know if the world really gives equal attention to Black and white lives. #Ukraine is very important but even a fraction of that attention is not being given to Tigray,Yemen,Afghanistan, Syria.

The world is not treating the human race the same way” : WHO DG Tedros https://t.co/Y4EyK3vGQN",airnewsalerts,,no,yes,Ukraine,,1.51430807896281E+018,2022-04-13 18:22:35+00:00,0.1397,0.301190476190476,958,729,63,Information,neutral
2,"Zelenskyy called on countries to urgently provide #Ukraine with artillery, armored vehicles, air defense systems and aviation. https://t.co/e4Q38sybWp",nexta_tv,,no,yes,Ukraine,,1.5142807648374E+018,2022-04-13 16:34:02+00:00,0.128,0,4349,866,96,Information,neutral
3,"In Tallinn, women gathered in front of the Russian Embassy to protest against the Russian army's mass rapes in #Ukraine. They painted their underwear red and tied their hands. https://t.co/a0FvvKQWe6",KyivPost,,no,yes,Ukraine,,1.51420304596129E+018,2022-04-13 11:25:13+00:00,-0.7579,0,3518,1185,61,Misinformation,negative
4,"🙏🕯️Volodymyr Balyuk, Sergeant of the @ArmedForcesUkr, was awarded the title of Hero of 🇺🇦 (posthumously)
Balyuk died heroically on April 5, 2022 in the south of #Ukraine during a battle with the overwhelming forces of the enemy. 
Eternal glory and memory of the Hero-paratrooper! https://t.co/cj52jKnbu5",armyinformcomua,,no,yes,Ukraine,ArmedForcesUkr,1.51430941774707E+018,2022-04-13 18:27:54+00:00,0.5848,1,10120,1063,257,Information,positive
5,"Every time I see new testimony on #Russia soldiers raping #Ukraine women, I hope for justice. In all honesty I don’t care how it’s served to these savages: in an international tribunal or by a Ukrainian bullet",lesiavasylenko,,no,no,Russia Ukraine,,1.5143406812795E+018,2022-04-13 20:32:08+00:00,0.5423,0.227272727272727,4541,714,166,Information,positive
6,That very same russian ship that was sent in a very well known direction was hit today by Ukrainian missiles. Battle ship #Moskva down. #Ukraine celebrates,lesiavasylenko,,no,no,Moskva Ukraine,,1.51433859806522E+018,2022-04-13 20:23:51+00:00,0.5413,0.187847222222222,14489,1599,291,Information,positive
7,"Watch #Ukraine colors being projected on the Russian Embassy in DC. The Russians didn't like this and tried to wash it out with their own flashlights, but didn't really succeed. https://t.co/MxfehCi5jN",OstapYarysh,https://twitter.com/benjaminwittes/status/1514422654152982529,yes,no,Ukraine,,1.51442322612183E+018,2022-04-14 02:00:08+00:00,-0.6511,0.4,9687,2029,119,Information,negative
8,".@WHO Director-General @DrTedros says attention to #Ukraine is ""very important,"" but international media must also shine a spotlight on atrocities in Asia and Africa. ""What's happening in Ethiopia is a tragic situation people are being burned alive.""",jonathanserrie,,no,no,Ukraine,WHO DrTedros,1.51429516738112E+018,2022-04-13 17:31:16+00:00,-0.0138,0.5375,834,852,86,Information,neutral
9,"In #Ukraine when it’s bad we cry; when it’s really bad we sing; when it’s unbearable we laugh. Yes, we are strange like that. But also unbeatable. #UnbreakableUkraine",lesiavasylenko,,no,no,Ukraine UnbreakableUkraine,,1.51413613573958E+018,2022-04-13 06:59:20+00:00,-0.2952,0.395833333333333,13307,1537,175,Information,neutral
10,It arrived. #wolverines #ukraine #reddawn https://t.co/gYt8yCsfGq,AdamKinzinger,,no,yes,wolverines ukraine reddawn,,1.51440005372468E+018,2022-04-14 00:28:03+00:00,0,0,35927,2403,4653,Information,neutral
11,"At the request of the State Bureau of Investigation in #Ukraine, 154 items of property of oligarch Viktor #Medvedchuk and his wife have been seized. 

Among it are thirty land plots, 32 apartments, 23 houses, 17 parking lots, a yacht and a fleet of 26 luxury cars. https://t.co/4iH21Ut3ti",nexta_tv,,no,yes,Ukraine Medvedchuk,,1.51450265166857E+018,2022-04-14 07:15:44+00:00,0,0,2858,486,75,Information,neutral
12,📢 Prosecutor #KarimAAKhanQC on visit to #Bucha: “#Ukraine is a crime scene. We’re here because we have reasonable grounds to believe that crimes within the jurisdiction of the #ICC are being committed. We have to pierce the fog of war to get to the #truth.” #JusticeMatters https://t.co/oqaAJYAgAa,IntlCrimCourt,,no,yes,KarimAAKhanQC Bucha Ukraine ICC truth JusticeMatters,,1.51424909050632E+018,2022-04-13 14:28:11+00:00,-0.743,0.6,3139,1439,168,Information,negative
13,"This is Sasha Skochilenko. She’s facing 10 yrs in prison for replacing supermarket price labels with information on Russian attacks on civilians in Mariupol, #Ukraine, accused of spreading ‘false information’. Sasha doesn’t deny leaving the tags, but insists it’s all true https://t.co/8gc5FhOzBd",sarahrainsford,,no,yes,Ukraine,,1.5145470168771E+018,2022-04-14 10:12:02+00:00,-0.1779,0.416666666666667,4061,1037,102,Information,neutral
14,President #Putin: The main goal of the West is not to help Ukraine. #Ukraine is just a means of reaching goals that have nothing to do with interests of 🇺🇦people. This is the problem and this is what determines the logic of #Russia’s actions in #Donbass and in Ukraine as a whole. https://t.co/6BvKOGEu8F,RussianEmbassy,,no,yes,Putin Ukraine Russia Donbass,,1.51456872516854E+018,2022-04-14 11:38:18+00:00,-0.2865,0.366666666666667,2007,707,514,Information,neutral
15,"📢 #ICC Prosecutor #KarimAAKhanQC meets with #Ukraine’s Prosecutor-General Iryna Venediktova in Kyiv, welcomes strong cooperation of Ukrainian authorities for independent ICC investigations ⬇️ 1/2 https://t.co/dwtqDEyhKO",IntlCrimCourt,,no,yes,ICC KarimAAKhanQC Ukraine,,1.51419087295032E+018,2022-04-13 10:36:51+00:00,0.7184,0.429166666666667,3032,864,66,Information,positive
16,"Every time I see new testimony on #Russia soldiers raping #Ukraine women, I hope for justice. In all honesty I don’t care how it’s served to these savages: in an international tribunal or by a Ukrainian bullet",lesiavasylenko,,no,no,Russia Ukraine,,1.5143406812795E+018,2022-04-13 20:32:08+00:00,0.5423,0.227272727272727,4542,717,167,Information,positive
17,16 y.o. Karina raped by #Russia soldiers and shot in the head. Her mother’s search for her ended as her tortured body was found in #Bucha https://t.co/SdNS3TwOHG,lesiavasylenko,,no,yes,Russia Bucha,,1.51400942451125E+018,2022-04-12 22:35:50+00:00,-0.8481,0,15202,6354,1181,Misinformation,negative
18,"#Ukrainian intelligence reports that #Russia's leadership ordered to destroy any evidence of its army's crimes and therefore uses mobile crematoriums.

In particular, in #Mariupol 13 mobile crematoriums were recorded to carry out street cleansing of the bodies of dead civilians.",nexta_tv,,no,no,Ukrainian Russia Mariupol,,1.51415554262484E+018,2022-04-13 08:16:27+00:00,-0.6908,0.244444444444444,4013,1952,136,Information,negative
19,President #Putin: The main goal of the West is not to help Ukraine. #Ukraine is just a means of reaching goals that have nothing to do with interests of 🇺🇦people. This is the problem and this is what determines the logic of #Russia’s actions in #Donbass and in Ukraine as a whole. https://t.co/6BvKOGEu8F,RussianEmbassy,,no,yes,Putin Ukraine Russia Donbass,,1.51456872516854E+018,2022-04-14 11:38:18+00:00,-0.2865,0.366666666666667,2012,709,514,Information,neutral
20,#French presidential candidate Marine Le Pen said that she still considers #Crimea as a part of #Russia and does not regret the ban on visits to #Ukraine. https://t.co/ipun8ggmxf,nexta_tv,,no,yes,French Crimea Russia Ukraine,,1.51429379036172E+018,2022-04-13 17:25:48+00:00,0.6435,0,3486,1393,990,Information,positive
21,Another mass grave uncovered today in #Bucha. The East of #Ukraine also one total murder site. #Russia targets Ukrainians just because we are Ukrainian. This is called genocide. Not conflict between brotherly nations. We are 2 very different people with very different values,lesiavasylenko,,no,no,Bucha Ukraine Russia,,1.51433368930771E+018,2022-04-13 20:04:21+00:00,-0.5651,0.77,2826,759,69,Information,negative
22,If you buy from @LOCCITANE_UK please boycott their shops &amp online sales. The company is still operating in #russia. Same goes for @emirates (who I flew with all the time for Afghanistan). After seeing what I have in #Ukraine️ they now have blood on their hands. Pse RETWEET. 🙏🏼 ,PenFarthing,,no,no,Russia Ukraine,LOCCITANE_UK emirates,1.51456454671062E+018,2022-04-14 11:21:41+00:00,0,0.125,1760,1266,71,Information,neutral
23,"Reports of 🇷🇺 #Russia flagman ship cruiser “Moskva” hit by 🇺🇦 #Ukraine &amp; burning in Black Sea. If true, it would be an excellent (almost) instant karma. It’s the very ship to which 🇺🇦 marines told to go f-ck itself in the first day of the war.

#StandWithUkraine #ArmUkraineNow",olex_scherba,,no,no,Russia Ukraine StandWithUkraine ArmUkraineNow,,1.51432566941249E+018,2022-04-13 19:32:29+00:00,0.3818,0.563888888888889,8257,1636,201,Information,positive
24,"#Russia has already hijacked 500,000 Ukrainians. And it keeps on. History knows, 🇷🇺 doesn't allow the return of those it has forcibly sent to foreign, faraway lands. 
Imagine the entire population of Liverpool or the State of Wyoming, or the Staten Island are going through this.",AlexKhrebet,,no,no,Russia,,1.51426535211652E+018,2022-04-13 15:32:48+00:00,-0.1695,0.583333333333333,1720,611,34,Information,neutral
25,"Ex-Yukos owner Leonid Nevzlin, who emigrated from #Russia, shared unconfirmed insights from his sources in #Moscow.

According to him, #Putin arrested 20 generals. #Surkov is under house arrest, Dvorkovich is under criminal investigation. https://t.co/30FGJqYkvf",nexta_tv,,no,yes,Russia Moscow Putin Surkov,,1.51452543105939E+018,2022-04-14 08:46:15+00:00,-0.7906,0.275,1672,472,75,Misinformation,negative
26,"#Colombian authorities promise to help Western countries to partially or completely abandon imports of #Russian #oil, #coal and #gas, replacing them with Colombian ones. 
President Ivan #Duque has called the Russian invasion a #genocide. https://t.co/wWhBnF71bT",nexta_tv,,no,yes,Colombian Russian oil coal gas Duque genocide,,1.51447455746952E+018,2022-04-14 05:24:06+00:00,0.204,0.1,6610,732,96,Information,neutral
27,With the higher respect Mr President Biden this is #Genocide and the world has closed its eyes to the pain and suffering death and dismay that it is causing two innocent women children and the elderly #Tigray #Genocide please help the people who need it they don’t want guns peace https://t.co/KABY9e8flH,VincentCoyle1,https://twitter.com/edenbfkn/status/1513975193743593474,yes,no,Genocide Tigray Genocide,,1.51400559311108E+018,2022-04-12 22:20:36+00:00,0.0516,0.433333333333333,398,516,25,Information,neutral
28,I wish to thank everyone who has expressed solidarity with #Rwanda in this period of remembrance #Kwibuka28. We also take note of those who are intentionally ambiguous when referring to the #Genocide against the Tutsi.,Vbiruta,,no,no,Rwanda Kwibuka28 Genocide,,1.51467007931674E+018,2022-04-14 18:21:02+00:00,0.7506,0,392,140,5,Misinformation,positive
29,"On #genocide prevention, “Definition is held to be paramount, when the real issue is political will.” 

Clinton avoided calling Rwanda a genocide. Bush declared Darfur a genocide. 

But in both cases, the policy result was the same: the US did nothing. 

https://t.co/RNJq5nRyWN",astroehlein,https://foreignpolicy.com/2009/12/02/never-again/,yes,no,genocide,,1.51427695189215E+018,2022-04-13 16:18:53+00:00,-0.1779,0.175,72,39,7,Information,neutral
30,"There's an aspect of abject cruelty to cultural erasure by precisely those - @UNESCO - who are globally mandated to respect and protect cultural heritage.

Worse - in many ways - than the usual genocidal suspects, whose erasure comes as no surprise.

#Armenian #Genocide https://t.co/PvBGZBg9Av",ANCA_DC,https://twitter.com/GoTurkiye/status/1513819222773698564,yes,no,Armenian Genocide,UNESCO,1.5143840069718E+018,2022-04-13 23:24:17+00:00,-0.672,0.335714285714286,79,26,8,Information,negative
31,"French President Emmanuel #Macron declined Wednesday to repeat President Joe #Biden’s accusation that #Russia was carrying out “#genocide” against Ukrainians, warning that verbal escalations would not help end the war. https://t.co/pKLCtP3tFh",KyivPost,https://www.kyivpost.com/world/macron-urges-caution-after-biden-genocide-claim-against-russia.html,yes,no,Macron Biden Russia genocide,,1.51424767095671E+018,2022-04-13 14:22:32+00:00,-0.8611,0,86,27,43,Misinformation,negative
32,"I talked to @John_Hudson @washingtonpost about Biden accusing #Russia of ""#Genocide"" in #Ukraine (as did @JyShapiro). 

My main message: Don't ""waste time parsing the exact status of the atrocities"". Focus on preventing more killing. [1/3] https://t.co/dARYC9seRI",RichardGowan1,https://www.washingtonpost.com/nation/2022/04/13/macron-biden-ukraine-genocide/,yes,no,Russia Genocide Ukraine,John_Hudson washingtonpost JyShapiro,1.5145900889776E+018,2022-04-14 13:03:11+00:00,-0.6323,0.270833333333333,76,17,4,Information,negative
33,"#Genocide is a special crime that is well defined in international law. It is established by international courts and/or recognised by the @UN. Therefore, the genocide qualification should never be denied or used indiscriminately for diplomatic and geostrategic purposes. https://t.co/RipCev59It",onduhungirehe,,no,yes,Genocide,UN,1.51416432061101E+018,2022-04-13 08:51:20+00:00,0.4031,0.190476190476191,44,20,2,Information,positive
34,"It needs to be said, because the truth matters.  #Genocide https://t.co/ZQqTaNUOAV",NancyLeeGrahn,https://twitter.com/sfpelosi/status/1514018326950817793,yes,no,Genocide,,1.51402212435202E+018,2022-04-12 23:26:18+00:00,0.34,0,254,19,12,Information,positive
35,"The #ArmenianGenocideEducationAct - soon to be introduced in the US House - honors the legacies of three great humanitarians - strong, solitary voices against #Genocide - Ambassador Henry Morgenthau, Raphael Lemkin, and Ambassador John Marshall Evans.",ANCA_DC,,no,no,ArmenianGenocideEducationAct Genocide,,1.51401695609717E+018,2022-04-12 23:05:46+00:00,0.8934,0.741666666666667,91,21,6,Misinformation,positive
36,“The proposed #ArmenianGenocideEducationAct serves a crucial function to embed #Armenian #Genocide education across America… 1/2 https://t.co/aLXe8z4X7z,ANCA_DC,,no,yes,ArmenianGenocideEducationAct Armenian Genocide,,1.51439439534427E+018,2022-04-14 00:05:34+00:00,0,1,59,15,5,Information,neutral
37,⚡️Ukrainian Parliament recognized the actions committed by Russia during the war as #genocide of the Ukrainian people.,rustem_umerov,,no,no,genocide,,1.51465368038921E+018,2022-04-14 17:15:52+00:00,-0.4215,0,24,10,1,Information,negative
38,State backed #Muslim #genocide in #India https://t.co/9sT0mUhFOG,AniqaNisar,https://twitter.com/cjwerleman/status/1514397950339792898,yes,no,Muslim genocide India,,1.51444244362156E+018,2022-04-14 03:16:30+00:00,0.0258,0,21,11,11,Information,neutral
39,"Following up on this @washingtonpost story, it's really worth reading this @WordsAreDeeds piece @WPReview from last year: ""#Genocide designations aren't enough to stop mass atrocities."" [2/3] https://t.co/hCsOl5typh",RichardGowan1,https://www.worldpoliticsreview.com/articles/29938/genocide-designations-aren-t-enough-to-stop-mass-atrocities,yes,no,Genocide,washingtonpost WordsAreDeeds WPReview,1.51459065318279E+018,2022-04-14 13:05:26+00:00,0.4733,0.191666666666667,25,11,2,Information,positive
40,"#Macron 🇫🇷 refuses to label #Russia's 🇷🇺 #war a #genocide. How has #Ukraine 🇺🇦 reacted?

Hanna Shelest on why it rubbed her countrymen the wrong way. 

Full Show 📺➡️: https://t.co/hNGOCZP7E5 https://t.co/ElRzNxF0ay",F24Debate,https://f24.my/8YGz.t,yes,yes,Macron Russia war genocide Ukraine,,1.51467339100926E+018,2022-04-14 18:34:12+00:00,-0.7906,0.725,9,8,5,Misinformation,negative
41,"On what would have been the 83rd birthday of #SeamusHeaney, a ⁦recording of “The Cure at Troy” for ⁦@BBCr4today⁩ during the pandemic .. thought of it often in #Kyiv. #UkraineRussianwar ⁦@seamusheaneyest⁩ https://t.co/TzbZfbiwX1",bbclysedoucet,,no,yes,SeamusHeaney Kyiv UkraineRussianwar,BBCr4today seamusheaneyest,1.51430236574203E+018,2022-04-13 17:59:53+00:00,0,0,1763,468,60,Information,neutral
42,"⚡️ #Anonymous has targeted the Russian Ministry of Culture and obtained a whopping 446 GB worth of data - The cyberattack was carried out for #OpRussia.

Read: https://t.co/UMDrauqL5f

#Leaks #CyberAttack #UkraineRussianWar #Ukraine",HackRead,https://www.hackread.com/anonymous-hits-russian-ministry-of-culture-leaks-446gb-of-data/,yes,no,Anonymous OpRussia Leaks CyberAttack UkraineRussianWar Ukraine,,1.5139554156415E+018,2022-04-12 19:01:13+00:00,0.2263,0.05,1564,370,35,Information,neutral
43,"#BREAKING: #Saudi🇸🇦 King Salman instructed @KSRelief_EN to send medical and shelter aid worth $10 million dollars to #Ukrainian🇺🇦 #refugees.

#RefugeesWelcome #RefugeesNeedHelp #REFUGE
#UkraineRussia #ukranianrefugees @ZelenskyyUa #humanity #UkraineRussianWar #HumanRights https://t.co/MhoKFLnQdP",Salansar1,,no,yes,BREAKING Saudi Ukrainian refugees RefugeesWelcome RefugeesNeedHelp REFUGE UkraineRussia ukranianrefugees humanity UkraineRussianWar HumanRights,KSRelief_EN ZelenskyyUa,1.51422680464672E+018,2022-04-13 12:59:37+00:00,0.2263,0.05,75,48,3,Information,neutral
44,"US distinguishes between India, China over respective stands on Russia amid Ukraine crisis: Jaishankar

Read @ANI Story | https://t.co/NiQHoXlv2H
#IndiaUSTalks #UkraineRussianWar #UkraineCrisis #India #China #Russia https://t.co/9rwLLIkaBt",ani_digital,https://www.aninews.in/news/world/us/us-distinguishes-between-india-china-over-respective-stands-on-russia-amid-ukraine-crisis-jaishankar20220413232037/,yes,yes,IndiaUSTalks UkraineRussianWar UkraineCrisis India China Russia,ANI,1.51430889655883E+018,2022-04-13 18:25:50+00:00,-0.3182,0.1,153,27,5,Information,neutral
45,"Correcting the New York Times.
#Ukraine 
#UkraineRussianWar https://t.co/K6WL2IyPxo",LatuffCartoons,,no,yes,Ukraine UkraineRussianWar,,1.51403991979418E+018,2022-04-13 00:37:01+00:00,0,0.454545454545455,57,16,0,Information,neutral
46,"The #Ukrainian Army Has Hit The #Russian Cruiser Moskva With Neptune Missiles (Two Missiles Have Been Used), Causing Serious Damage To The Warship
ℹ️Source: Ukrainian media 

#UkraineWar #RussianUkrainianWar #UkraineRussianWar #Russia #Ukraine #Kyiv #mauripol #Moskvacruiser https://t.co/c0vCxJp21w",fatihartun,,no,yes,Ukrainian Russian UkraineWar RussianUkrainianWar UkraineRussianWar Russia Ukraine Kyiv mauripol Moskvacruiser,,1.51441941867106E+018,2022-04-14 01:45:00+00:00,-0.6369,0.333333333333333,23,7,4,Information,negative
47,"This used to be someone's kitchen. 
#Ukraine #UkraineRussianWar https://t.co/niDG5T4KmG",OstapYarysh,,no,yes,Ukraine UkraineRussianWar,,1.51213510804362E+018,2022-04-07 18:27:58+00:00,0,0,5401,1333,120,Information,neutral
48,"The Servant to the People - President Zelenskyy - meets EU Commission President @vonderleyen

 https://t.co/z5tsdnze0z #Ukraine #UkraineRussianWar #Zelenskyi",alemannoEU,,no,yes,Ukraine UkraineRussianWar Zelenskyi,vonderleyen,1.51247079658482E+018,2022-04-08 16:41:52+00:00,0,0,4738,1010,119,Information,neutral
49,@ZaidZamanHamid's account has been withheld in India in response to a legal demand. Learn more.,ZaidZamanHamid,https://support.twitter.com/articles/20169222,yes,no,,,1.5134506204303E+018,2022-04-11 09:35:21+00:00,0,0.35,748,337,81,Information,neutral
50,"This nurse describes how Russians came.
- To enter my home, you’ll have to kill me.
- Do you hide Nazis?
- Nazis? What do they look like?

#StandWithUkraine #StopPutinNOW #UkraineRussianWar #ArmUkraineNow https://t.co/f9PDXnuhVh",olex_scherba,,no,yes,StandWithUkraine StopPutinNOW UkraineRussianWar ArmUkraineNow,,1.51195346717004E+018,2022-04-07 06:26:11+00:00,-0.6641,0,1390,437,45,Information,negative
51,.. a message of thanks again for your kind comments about our BBC coverage from #Ukraine ..some of us have left for a little while but many great colleagues are still on the ground across #Ukraine and beyond. #UkraineRussianwar https://t.co/6HvzmlR8dh,bbclysedoucet,,no,yes,Ukraine Ukraine UkraineRussianwar,,1.51209802382798E+018,2022-04-07 16:00:36+00:00,0.8689,0.475,6811,226,172,Misinformation,positive
52,"This cat cat from #Borodianka barely made it: he was pulled out from under the broken concrete blocks.
We really hope his humans survived too.

#UkraineRussianWar #StandWithUkraine #StopRussianAggression https://t.co/PToRRiXopy",Gerashchenko_en,,no,yes,Borodianka UkraineRussianWar StandWithUkraine StopRussianAggression,,1.51180900531592E+018,2022-04-06 20:52:09+00:00,0.3597,0.25,1600,326,69,Information,positive
53,"Rural &amp; sub-urban areas of #Donetsk are completely devastated with lot of unexlpoded mines and bombs lying at many places.
#UkraineRussianWar https://t.co/D9DCi0Lo9q",neeraj_rajput,,no,yes,Donetsk UkraineRussianWar,,1.51446813139322E+018,2022-04-14 04:58:34+00:00,-0.8268,0.3,28,5,0,Misinformation,negative
54,"Today is 50 days since Russia’s invasion of #Ukraine began. Coming up at 0630 on @BBCBreakfast we’ll be discussing where it’s at now, what happens next and what prospects for peace. #UkraineRussianWar",FrankRGardner,,no,no,Ukraine UkraineRussianWar,BBCBreakfast,1.51447441105055E+018,2022-04-14 05:23:31+00:00,0.6908,0,35,5,5,Information,positive
55,"My fellow Russians

We've successfully completed the first stage in Ukraine

We lost the Battle of Kyiv
We didn't take Odesa
19,000 Russian soldiers died
That's more than in 10 yrs of Afghanistan
Our army is in full retreat

Stage 2 will be even more glorious

#UkraineRussianWar https://t.co/TZt0icudJT",tomiahonen,,no,yes,UkraineRussianWar,,1.51240100847492E+018,2022-04-08 12:04:34+00:00,0.2484,0.472222222222222,905,221,74,Information,neutral

1,"Volume Up 🔊 
Its National Anthem Last Night at #PeshawarJalsa https://t.co/am9f8uNopJ",AbdulqadirARY,,no,yes,PeshawarJalsa,,1.51464722841295E+018,2022-04-14 16:50:14+00:00,0,0.066666666666667,16986,5577,568,Information,neutral
2,"JUST IN: the trend #امپورٹڈ_حکومت_نامنظور has crossed 2 CRORE NUMBER
This is unprecedented- this is voice of pakistan. This is decision of pakistan. We want early Early ELECTIONS. #PeshawarJalsa",HniaziISF,,no,no,امپورٹڈ_حکومت_نامنظور PeshawarJalsa,,1.51434551078153E+018,2022-04-13 20:51:19+00:00,0.3254,0.5,22669,12550,710,Information,neutral
3,"The voice of justice, the voice of the people! 

#ARYNews #PeshawarJalsa https://t.co/0ZWfvI1yWX",ARYNEWSOFFICIAL,,no,yes,ARYNews PeshawarJalsa,,1.51462705913754E+018,2022-04-14 15:30:05+00:00,0.5707,0,22545,5343,905,Information,positive
4,"It’s MASSIVE !! 
#PeshawarJalsa",iqrarulhassan,,no,no,PeshawarJalsa,,1.5143045454001E+018,2022-04-13 18:08:32+00:00,0,1,41378,8906,1789,Information,neutral
5,#PeshawarJalsa right now. https://t.co/C6NJqmgb64,Shiffa_ZY,,no,yes,PeshawarJalsa,,1.51430150783063E+018,2022-04-13 17:56:28+00:00,0,0.535714285714286,21534,6941,737,Information,neutral
6,Detailed Drone footage from all angles #peshawarjalsa https://t.co/i1zExJwOzU,siasatpk,,no,yes,peshawarjalsa,,1.51438969540858E+018,2022-04-13 23:46:54+00:00,0,0.75,6336,2848,293,Information,neutral
7,"Thank You Peshawar!

Amazing aerial view of #PeshawarJalsa. #ImportedGovtNotAcceptable https://t.co/GEKA6fGzDA",ZiaBangashPTI,,no,yes,PeshawarJalsa ImportedGovtNotAcceptable,,1.51433759503957E+018,2022-04-13 20:19:52+00:00,0.7644,0.9,21490,7775,725,Misinformation,positive
8,Midnight courts threat will be the nightmare we will remember for decades. #امپورٹڈ_حکومت_نامنظور #PeshawarJalsa,HniaziISF,,no,no,امپورٹڈ_حکومت_نامنظور PeshawarJalsa,,1.51432011143549E+018,2022-04-13 19:10:23+00:00,-0.5267,0,8248,4735,107,Information,negative
9,"Hailing from Peshawar, I must say that this Jalsa is Historic. By all means!!! 

#PeshawarJalsa",Shiffa_ZY,,no,no,PeshawarJalsa,,1.51431625121606E+018,2022-04-13 18:55:03+00:00,0,0,28549,6707,865,Information,neutral
10,National Anthem #PeshawarJalsa https://t.co/IB95ZKBdzs,javerias,,no,yes,PeshawarJalsa,,1.5144965759716E+018,2022-04-14 06:51:36+00:00,0,0,3117,1037,106,Information,neutral
11,"The drone footage
#PeshawarJalsa https://t.co/LIjipU7l4u",siasatpk,,no,yes,PeshawarJalsa,,1.51434807988504E+018,2022-04-13 21:01:32+00:00,0,0,7068,2822,263,Information,neutral
12,Covering #PeshawarJalsa https://t.co/u6v3pcoiiR,AbdulqadirARY,,no,yes,PeshawarJalsa,,1.5142737034708E+018,2022-04-13 16:05:59+00:00,0,0,71016,13535,2533,Information,neutral
13,"Backside of the stage
#PeshawarJalsa 
@GFarooqi https://t.co/KLh6yrIkrt",siasatpk,,no,yes,PeshawarJalsa,GFarooqi,1.51432795026661E+018,2022-04-13 19:41:32+00:00,0,0,5113,2484,254,Information,neutral
14,"Word of the day: BLACKOUT! 

#PeshawarJalsa",Shiffa_ZY,,no,no,PeshawarJalsa,,1.51428494184815E+018,2022-04-13 16:50:38+00:00,0,0,18109,4920,626,Information,neutral
15,"We tried to put him down, but it only made him stronger...
#امپورٹڈ_حکومت_نامنظور 
#PeshawarJalsa https://t.co/InQwCI2YEv",Jhagra,,no,yes,امپورٹڈ_حکومت_نامنظور PeshawarJalsa,,1.51438262189099E+018,2022-04-13 23:18:47+00:00,0.5267,0.644444444444444,1765,1085,65,Information,positive
16,"People have the right to ask questions. 
Accountability &amp; transparency is what we are all demanding from the Rajapaksas and its only fair that we expect the same from the rest.
If you are annoyed by the questions, you are the problem.
#LKA #SriLanka #GoHomeGota #GoHomeRajapaksas",munza14,,no,no,LKA SriLanka GoHomeGota GoHomeRajapaksas,,1.51446513072926E+018,2022-04-14 04:46:39+00:00,-0.5994,0.672142857142857,272,41,13,Information,negative
17,"More signs - and demands - like this please.

#GotaGoGama #GoHomeGota #SriLanka https://t.co/I8lnz0xE0x https://t.co/J3BttwN6Kg",Thusi_Kumar,https://twitter.com/jdslanka/status/1514573001441828871,yes,yes,GotaGoGama GoHomeGota SriLanka,,1.51459407421242E+018,2022-04-14 13:19:01+00:00,0.628,0.5,76,21,1,Information,positive
18,A group representing soldiers disabled in the war joined the #GoHomeGota protest outside the Presidential Secretariat today. #srilanka #lka https://t.co/zKQmTq6vy4,Roarlk,,no,yes,GoHomeGota srilanka lka,,1.51425973778476E+018,2022-04-13 15:10:29+00:00,-0.7096,0.175,505,64,7,Information,negative
19,"Curious question:
Who is funding these?
Why are these necessary?
Do the protestors know where these are coming from?
Bakeries/people disturbing short eats is one thing, but I think this is getting weird now.
Let the Rajapaksas not have the last laugh.
#LKA #SriLanka #GoHomeGota https://t.co/0Nh4EYxoIg",munza14,https://twitter.com/LihiniFernando/status/1514250548551184385,yes,no,LKA SriLanka GoHomeGota,,1.51425926044361E+018,2022-04-13 15:08:35+00:00,0.598,0.609523809523809,379,38,85,Information,positive
